362
14
3779.48175991    16.6450668966    130.878357302    236.462483666
3678.44769527    20.1705187419    132.226753777    291.777676794
3604.09009607    23.5502848433    133.581712353    190.002151984
3515.78120131    29.5590516258    136.19242683    629.770734551
3515.78132685    -3.10889711741    123.945923619    629.767931082
3604.09023783    2.9899236845    126.033278555    189.991395421
3678.44792609    6.40038854683    127.208250235    291.766036676
3779.48143142    9.94472571994    128.447124098    236.483484288
3680.57132302    9.81890401606    128.402812402    -150.409256724
3605.11934331    11.1132552603    128.861569663    -80.1285338641
3528.93941014    12.5270718861    129.367786451    -160.709545777
3528.93949465    14.4803988572    130.076966008    -160.702122899
3605.1195541    15.8913452206    130.597329007    -80.0905899536
3680.57162643    17.1809096518    131.079835959    -150.379555879
14
3779.48173071    16.9835907692    129.821715314    236.464350004
3678.4465783    20.5637038947    131.003473297    291.833997783
3604.08971951    23.9984083897    132.193197972    190.030720773
3515.7607542    30.1150424207    134.493062443    630.227162841
3515.75957464    -3.04406779312    123.768463243    630.253483349
3604.08961776    3.14354289935    125.590890753    190.038439859
3678.44736029    6.60217522689    126.616784399    291.794568719
3779.4819312    10.1964158657    127.699454069    236.451531632
3680.57103739    10.0617140001    127.65787381    -150.437212711
3605.11938531    11.3746991858    128.059239708    -80.1209748303
3528.93902918    12.8093171519    128.501530509    -160.743003836
3528.93901504    14.7920474919    129.121987502    -160.744245356
3605.11926953    16.2248839609    129.577711271    -80.1418106739
3680.57100612    17.5350350904    130.000442352    -150.440272358
14
3779.47911329    16.8697484337    130.222674672    236.631630895
3678.44209402    20.4334751793    131.468588592    292.060000422
3604.08602619    23.8525357376    132.722777157    190.310701686
3515.56887828    29.9661675588    135.156999957    634.494167229
3515.5684984    -2.99953912584    123.85655795    634.502586365
3604.08562012    3.19302166192    125.790520014    190.341459851
3678.44173927    6.6391119054    126.874606409    292.077871805
3779.48035319    10.2183624717    128.017676807    236.552402846
3680.56783357    10.0187385537    127.953143062    -150.750423057
3605.11856832    11.3297104204    128.3776666    -80.2678856971
3528.93432173    12.7623518412    128.846211578    -161.155861839
3528.93428884    14.7430572859    129.503168136    -161.158742129
3605.11863146    16.1733795498    129.985756687    -80.2565417151
3680.56811112    17.4805351712    130.432583784    -150.723314616
14
3779.44970617    16.9041815892    130.498166069    238.502985386
3678.36198867    20.5013015329    131.800495751    296.068102491
3604.02728567    23.9734355788    133.12008701    194.709518443
3510.9028535    30.825761997    135.972008585    730.565269662
3510.90261184    -1.34959817837    124.435141753    730.569914935
3604.02736468    5.60082196578    126.683681609    194.703668478
3678.36172439    9.10065745925    127.832855462    296.081235978
3779.44949343    12.7126276632    129.044763771    238.516470284
3680.49383982    10.9293891963    128.442961686    -157.811217122
3605.09372769    12.3469359096    128.920943135    -84.6129911068
3528.82011918    13.9091562111    129.453616105    -170.866221846
3528.82042487    16.0719206409    130.204296504    -170.840967112
3605.09400003    17.63018548    130.756284225    -84.5665646893
3680.49307862    19.0430060503    131.265167009    -157.882212335
14
3779.49220011    16.5522054778    131.019731568    235.794056567
3678.47599291    20.0527678244    132.385661601    290.347168752
3604.11018444    23.4009086287    133.754732584    188.471785115
3516.69945274    29.2245819209    136.328855787    608.917758236
3516.69981999    -3.42095671606    123.866886369    608.909274354
3604.11032396    2.49180131542    125.933910011    188.461112339
3678.47533433    5.87215544913    127.12107372    290.380541404
3779.49246786    9.39259407155    128.374343709    235.776889657
3680.58547424    9.57761165524    128.440843951    -149.017674223
3605.12440636    10.8463254103    128.899085847    -79.2121112921
3528.96062946    12.2298561774    129.403862884    -158.834829014
3528.96082156    14.1416005573    130.110519974    -158.817756018
3605.12407944    15.5232791614    130.62884343    -79.2716057766
3680.58589549    16.7881928075    131.109885234    -148.976050376
14
3779.47956925    16.9521317786    129.952534149    236.602498871
3678.44250841    20.5287789071    131.155663173    292.039122942
3604.08608852    23.9609415958    132.367539441    190.305980526
3515.58017221    30.0984193405    134.720286723    634.243810315
3515.57988676    -2.98875428046    123.809033935    634.250139421
3604.08599421    3.22254818032    125.67392311    190.31312444
3678.44302402    6.67967341436    126.719364698    292.013143575
3779.48014853    10.2709108322    127.822009766    236.565482455
3680.56808958    10.0751980067    127.761282673    -150.72541828
3605.11874806    11.3901968819    128.17071716    -80.2355871039
3528.93473933    12.8272971409    128.622399934    -161.119279523
3528.9343573    14.8145919587    129.256544449    -161.152746005
3605.11848212    16.250390079    129.722226991    -80.2833701205
3680.56807151    17.5625633102    130.153987304    -150.727183339
14
3779.49106721    16.6800263662    130.663176186    235.866681532
3678.47282765    20.2019702454    131.973849399    290.507530194
3604.10722871    23.5727632387    133.288535215    188.697737091
3516.59075678    29.4538436414    135.770209333    611.423582552
3516.59279171    -3.36621961638    123.82163576    611.376765275
3604.10757246    2.59735850489    125.807267736    188.671472703
3678.47183205    5.99778478892    126.945716813    290.557951649
3779.49147272    9.53817764281    128.147090999    235.840689143
3680.58361175    9.68752197042    128.198514807    -149.20156697
3605.12378193    10.9657974673    128.638637538    -79.3257071457
3528.9584354    12.3597418246    129.123089329    -159.029697817
3528.958478    14.2856827323    129.801859257    -159.025917172
3605.12346864    15.6777998214    130.300304646    -79.3826395799
3680.58426203    16.9522586098    130.762750636    -149.137387962
14
3779.45295865    16.872718815    130.54013945    238.296734034
3678.37487431    20.4608981317    131.846982616    295.427040391
3604.03590774    23.9204803853    133.170109466    194.070098226
3511.96508875    30.6056989746    135.963753735    709.849182253
3511.96517632    -1.73912719031    124.32096221    709.847449286
3604.0362334    5.04176153851    126.528301144    194.045905653
3678.37440725    8.52953800011    127.678621397    295.450301051
3779.45357793    12.1330711278    128.890417842    238.257443179
3680.5106164    10.7080930778    128.408062383    -156.238311995
3605.09938022    12.1005012399    128.879478568    -83.6440974152
3528.84714139    13.6314542266    129.403796939    -168.619129243
3528.84697647    15.7500991483    130.141819537    -168.632934636
3605.09968833    17.2776135296    130.684290909    -83.5909608967
3680.51045804    18.6647752341    131.185193656    -156.25323401
16
3779.43983308    41.2234659343    104.99870395    239.127983649
3678.33710555    41.0689978282    110.065466829    297.302121834
3604.00886613    40.7090465581    114.939995007    196.068537324
3505.1891155    39.2138112698    125.396636048    833.113472699
3479.5    37.2655031802    133.759502739    2.80991605045
3479.5    37.3515031829    74.5904972526    2.80704167301
3505.1881609    39.2772046574    82.9706175985    833.129537865
3604.00881245    40.7420405763    93.4421847849    196.072484299
3678.33724545    41.0874228807    98.3204186898    297.295198121
3779.44010497    41.226373588    103.388530117    239.110793966
3680.38663123    41.0672863985    97.9386610174    -167.514114763
3605.05782994    41.1619753372    100.1220755    -90.5244233338
3528.64640367    41.2183437769    102.563739854    -184.659772014
3528.64604059    41.2112441747    105.962439175    -184.687522347
3605.05786331    41.1444467233    108.403462398    -90.5191065964
3680.38699577    41.0406926712    110.584930995    -167.482075128
16
3779.44008607    42.7918996581    104.964287307    239.111988667
3678.33691809    42.8404639408    110.169554113    297.311398927
3604.00883522    42.6629010453    115.206271955    196.070809864
3505.19012022    41.508895711    126.082255565    833.096563717
3479.5    39.7411344019    134.967110444    17.3360828644
3479.5    37.6566177127    74.9298796672    17.3229957784
3505.19037644    39.9908321289    83.3611741544    833.092251574
3604.00843641    41.8910271796    93.8580871824    196.100130178
3678.33819633    42.4277941366    98.7999791065    297.248134939
3779.4396825    42.7560058156    103.967289349    239.137503087
3680.37156    42.3554780914    97.9961911365    -168.83341328
3605.05225057    42.5429307008    100.243938369    -91.4088762357
3528.61975622    42.70086028    102.770896533    -186.685467941
3528.61929716    42.8272429116    106.303219276    -186.720172383
3605.05227324    42.850404174    108.848366297    -91.4052994837
3680.37147541    42.8236372895    111.124328162    -168.840788908
14
3779.44072543    40.9219467053    104.986382742    239.071562065
3678.3402435    40.7297627235    110.024000726    297.146785829
3604.0111862    40.3358518728    114.864363814    195.897878859
3507.36738783    38.8525129385    124.863412181    795.598533917
3507.36462927    38.9386045886    81.7747797811    795.64717636
3604.01149731    40.3828412096    91.7933690429    195.874983264
3678.33996917    40.7571733431    96.6390152365    297.160368972
3779.44138152    40.928828324    101.678913361    239.030070265
3680.42793129    40.7947549239    97.3510872884    -163.844347487
3605.07170113    40.8802770066    99.4493484809    -88.287139233
3528.71482802    40.9303015933    101.784411596    -179.353421976
3528.71489228    40.9211666403    105.029298711    -179.348365013
3605.07172299    40.858748489    107.363187317    -88.2835688033
3680.42769314    40.7626470562    109.460036723    -163.865744794
16
3779.44009059    41.9344435832    104.997988595    239.111703092
3678.33762102    41.8714387586    110.127428918    297.276610595
3604.00902254    41.5934294285    115.074546446    196.057037122
3505.18837833    40.2515845638    125.718017162    833.125878619
3479.5    38.2524819579    134.810276757    59.5077258971
3479.5    37.9074501927    76.2182029738    59.499510356
3505.18732297    40.0070623426    85.2348954652    833.143639229
3604.00860759    41.4749747381    95.8206876909    196.087546081
3678.33797397    41.8137805889    100.754375951    297.259141386
3779.43987862    41.9398109    105.879581934    239.125104517
3680.3238858    41.7020309429    98.7454476388    -172.940401675
3605.03564944    41.8277737292    101.063537713    -93.9913034593
3528.53735802    41.9134767321    103.677957918    -192.814553797
3528.53695748    41.933784666    107.327001092    -192.843871802
3605.03580627    41.877349434    109.944346293    -93.9672390085
3680.3237915    41.777295673    112.266744334    -172.948428101
16
3779.4397605    43.9687865686    104.859984814    239.132571971
3678.3380153    44.1731062022    110.166874522    297.257095366
3604.00844129    44.1360552427    115.327259035    196.099771746
3505.18904667    43.2454851794    126.537360502    833.114631034
3479.5    41.6610578129    135.66554484    10.9114396894
3479.5    37.7290452436    74.6714468905    10.9614851644
3505.19084521    40.3649970288    82.9082200676    833.08436228
3604.00898487    42.6581584647    93.3575544812    196.059807034
3678.33712643    43.3729539177    98.326254336    297.301088781
3779.4396048    43.8802144287    103.555171181    239.142415106
3680.37799555    43.2964104418    97.7014061487    -168.271326583
3605.05487198    43.5582730942    99.9580240015    -90.9943963359
3528.6315925    43.7977945195    102.499478812    -185.788421408
3528.63145299    44.0368509746    106.063782954    -185.799019947
3605.05462912    44.1401795413    108.641094585    -91.0328746133
3680.37815586    44.1830747412    110.954140117    -168.257301497
14
3779.44051371    44.8871168907    104.726654648    239.0849503
3678.33729835    45.2160815856    110.11131974    297.292580465
3604.00886941    45.2915518275    115.369929971    196.068296047
3505.79231192    44.6247470467    126.737723971    822.898573829
3505.79251625    40.4709434893    81.9951981332    822.895091771
3604.00872176    43.1000102554    92.2296208976    196.079152234
3678.3382916    43.9859356603    97.1888928424    297.243418952
3779.44012695    44.6685611492    102.440209481    239.109404248
3680.40068843    43.9836585646    97.1707771143    -166.274142133
3605.06232638    44.3045447385    99.3957939349    -89.8052992866
3528.66986123    44.610781691    101.900899454    -182.857982823
3528.66913365    44.9442491823    105.422040618    -182.914135406
3605.06247586    45.1168054673    107.977723794    -89.7812927375
3680.40065641    45.2225898321    110.282564056    -166.276976958
16
3779.43990412    42.1689369386    104.992400185    239.123492636
3678.33784774    42.1360814042    110.14255197    297.265389209
3604.00842632    41.8850659683    115.114214134    196.100872347
3505.19008979    40.5941882264    125.820560078    833.097075754
3479.5    38.7123244074    134.652274125    27.5421660017
3479.5    37.6708043237    75.2642123618    27.559929195
3505.18985191    39.8411344286    83.8730395223    833.101079343
3604.0089486    41.5066416029    94.3965053958    196.062473982
