-180	-90	0.
-180	-89	-0.0018669553441305678
-180	-88	-0.0037256681518642388
-180	-87	-0.005567935004263001
-180	-86	-0.00738563052799707
-180	-85	-0.009170745945796055
-180	-84	-0.010915427062646347
-180	-83	-0.012612011503929741
-180	-82	-0.014253065025333968
-180	-81	-0.015831416718878256
-180	-80	-0.017340192944768185
-180	-79	-0.018772849824992454
-180	-78	-0.020123204141564308
-180	-77	-0.021385462490074125
-180	-76	-0.02255424854770105
-180	-75	-0.023624628324003926
-180	-74	-0.024592133272617948
-180	-73	-0.025452781152389848
-180	-72	-0.02620309453742412
-180	-71	-0.02684011688694792
-180	-70	-0.027361426097765672
-180	-69	-0.02776514547431443
-180	-68	-0.02804995206388686
-180	-67	-0.02821508231739719
-180	-66	-0.028260335049067928
-180	-65	-0.028186071681543558
-180	-64	-0.02799321377613331
-180	-63	-0.02768323786107848
-180	-62	-0.027258167583871937
-180	-61	-0.02672056322665945
-180	-60	-0.026073508636565303
-180	-59	-0.025320595635342596
-180	-58	-0.024465905984992622
-180	-57	-0.02351399099786718
-180	-56	-0.022469848891205926
-180	-55	-0.021338899997009136
-180	-54	-0.020126959948557083
-180	-53	-0.018840210974703193
-180	-52	-0.01748517144224551
-180	-51	-0.016068663795176647
-180	-50	-0.014597781047377618
-180	-49	-0.013079851992329194
-180	-48	-0.01152240529961893
-180	-47	-0.009933132673405301
-180	-46	-0.008319851252523694
-180	-45	-0.00669046543557288
-180	-44	-0.005052928317076076
-180	-43	-0.0034152029226615878
-180	-42	-0.0017852234321447955
-180	-41	-0.00017085657940479635
-180	-40	0.0014201365829528702
-180	-39	0.0029801383679805044
-180	-38	0.004501711404378219
-180	-37	0.005977634672272152
-180	-36	0.007400938449458908
-180	-35	0.008764937998147058
-180	-34	0.010063265828405266
-180	-33	0.011289902381502305
-180	-32	0.012439204984066057
-180	-31	0.013505934932452723
-180	-30	0.014485282575869627
-180	-29	0.015372890276583517
-180	-28	0.016164873135930406
-180	-27	0.016857837385765174
-180	-26	0.017448896356402253
-180	-25	0.017935683943943143
-180	-24	0.018316365512105207
-180	-23	0.018589646176201884
-180	-22	0.01875477642971223
-180	-21	0.018811555086858688
-180	-20	0.018760329527721036
-180	-19	0.01860199324558765
-180	-18	0.018337980709419534
-180	-17	0.01797025956741249
-180	-16	0.017501320230625
-180	-15	0.016934162888431015
-180	-14	0.016272282020094276
-180	-13	0.01551964847898455
-180	-12	0.01468068923780516
-180	-11	0.013760264894618722
-180	-10	0.012763645050388014
-180	-9	0.011696481679137784
-180	-8	0.010564780621641325
-180	-7	0.009374871342694015
-180	-6	0.008133375100510834
-180	-5	0.006847171684534447
-180	-4	0.0055233648849273825
-180	-3	0.004169246863211297
-180	-2	0.002792261598879334
-180	-1	0.0013999675913168416
-180	0	-1.8503633274487544e-18
-180	1	-0.0013999675913168449
-180	2	-0.002792261598879338
-180	3	-0.0041692468632113
-180	4	-0.005523364884927366
-180	5	-0.006847171684534434
-180	6	-0.008133375100510822
-180	7	-0.009374871342694014
-180	8	-0.010564780621641326
-180	9	-0.011696481679137784
-180	10	-0.012763645050388015
-180	11	-0.013760264894618724
-180	12	-0.014680689237805154
-180	13	-0.015519648478984542
-180	14	-0.016272282020094262
-180	15	-0.01693416288843101
-180	16	-0.017501320230624996
-180	17	-0.017970259567412484
-180	18	-0.018337980709419537
-180	19	-0.018601993245587645
-180	20	-0.01876032952772103
-180	21	-0.01881155508685868
-180	22	-0.01875477642971222
-180	23	-0.018589646176201877
-180	24	-0.0183163655121052
-180	25	-0.017935683943943136
-180	26	-0.01744889635640225
-180	27	-0.016857837385765163
-180	28	-0.016164873135930402
-180	29	-0.0153728902765835
-180	30	-0.0144852825758696
-180	31	-0.013505934932452725
-180	32	-0.012439204984066048
-180	33	-0.011289902381502301
