680   
1 0.62 131.1 13.609
1 -0.80 100.4 13.619
1 -0.19 104.7 13.606
1 0.03 103 13.601
1 -0.15 88.9 13.608
1 -0.86 119.2 13.618
1 -0.64 83.2 13.604
1 -0.09 89.7 13.594
1 -0.64 91.6 13.607
1 0.05 100.4 13.611
1 -1.46 85.8 13.603
1 -1.11 122.1 13.606
1 0.82 90.3 13.607
1 -0.75 93.4 13.601
1 -0.05 97.5 13.612
1 -0.29 83.1 13.608
1 -0.49 92.3 13.611
1 -0.82 97.8 13.607
1 -0.18 95.2 13.596
1 -0.94 102.8 13.604
1 -0.75 116.9 13.601
1 -0.47 110.1 13.613
1 -0.88 79.6 13.61
1 -0.01 97.4 13.606
1 0.44 90.3 13.603
1 0.82 81.5 13.606
1 0.00 89.6 13.595
1 -0.13 86.4 13.59
1 0.23 86.9 13.594
1 -0.15 91.3 13.607
1 0.06 93.6 13.603
1 0.73 81.8 13.611
1 0.66 82.5 13.622
1 0.57 81.3 13.612
1 0.20 95.4 13.596
1 0.43 86.6 13.597
1 0.95 84.4 13.6
1 0.48 81.2 13.594
1 -0.32 119.3 13.621
1 -0.11 120.3 13.607
1 -0.03 104.4 13.624
1 -0.29 120.1 13.612
1 0.91 99.1 13.603
1 -0.02 109 13.61
1 0.46 96 13.6
1 -0.81 99.7 13.614
1 -0.76 101.2 13.608
1 0.04 89 13.606
1 0.11 87.1 13.598
1 0.59 115.4 13.613
1 0.59 111.5 13.607
1 -0.73 112.5 13.611
1 -0.20 97.4 13.623
1 -1.37 81.6 13.603
1 -0.12 100 13.604
1 0.10 123.3 13.604
1 -0.84 82 13.611
1 -0.65 101.9 13.605
1 -0.72 109.7 13.605
1 -0.75 91.6 13.601
1 -1.28 90.2 13.598
1 0.13 82.2 13.611
1 -0.71 101.6 13.603
1 -0.74 101 13.611
1 -1.04 100.1 13.604
1 -1.26 103.9 13.614
1 -1.20 103.6 13.616
1 -1.50 102.7 13.602
1 -0.86 107.1 13.594
1 -1.29 104.3 13.621
1 0.08 98.4 13.605
1 0.97 107.2 13.604
1 0.16 92.9 13.608
1 -1.29 87.2 13.615
1 -0.88 79.5 13.603
1 -0.61 85.9 13.582
1 -0.62 84.6 13.605
1 -0.81 84.7 13.593
1 -1.50 84.2 13.606
1 -0.69 84.7 13.61
1 -0.57 84.6 13.607
1 -0.63 84.8 13.6
1 -0.65 84.8 13.598
1 -0.94 95 13.594
1 -0.57 83.5 13.613
1 -0.25 89.2 13.615
1 0.21 86.5 13.586
1 -1.21 87 13.588
1 -1.01 87.2 13.591
1 0.88 121.6 13.598
1 -1.78 85.2 13.595
1 0.19 86.8 13.607
1 0.07 93.6 13.604
1 0.23 102.5 13.605
1 0.62 84.5 13.602
1 -0.26 103.9 13.601
1 -0.16 86.2 13.585
1 0.84 87.6 13.609
1 0.81 88.8 13.601
1 -0.10 85.6 13.594
1 -0.19 94.1 13.592
1 0.80 92.1 13.609
1 0.25 83.8 13.601
1 0.09 85.2 13.6
1 -0.06 143.1 13.61
1 0.56 112 13.603
1 -0.55 111.4 13.599
1 -0.38 98 13.605
1 -0.45 117.9 13.601
1 0.15 124.4 13.605
1 0.09 95.5 13.601
1 -0.55 100.9 13.609
1 0.00 95.1 13.6
1 -0.42 92.3 13.604
1 -0.28 93.5 13.606
1 -0.81 87.6 13.604
1 -0.70 80.4 13.611
1 -1.05 81.4 13.615
1 -1.27 79.3 13.619
1 -0.66 88.6 13.61
1 -1.04 85.7 13.599
1 -0.45 83.7 13.603
1 -0.56 83.6 13.612
1 -0.57 83.5 13.61
1 -0.44 83.7 13.606
1 -0.96 83.7 13.619
1 -1.09 84.4 13.602
1 -1.29 84.5 13.601
1 -1.39 84.3 13.598
1 -0.97 79.7 13.609
1 -0.27 85.7 13.611
1 -1.07 79.3 13.608
1 -0.62 82.1 13.618
1 -0.27 95.4 13.592
1 -0.65 86.4 13.591
1 -0.62 84.8 13.608
1 -0.13 108.4 13.601
1 -0.64 86.7 13.607
1 -0.11 108.4 13.604
1 -0.75 87.1 13.594
1 -0.71 84.7 13.594
1 -1.29 87.7 13.605
1 -0.68 86.3 13.592
1 -0.49 112.4 13.605
1 -0.12 96.8 13.61
1 -0.07 96.7 13.617
1 0.11 96.9 13.622
1 -0.03 118.3 13.609
1 -1.69 88.3 13.621
1 -1.41 108 13.598
1 -1.34 93.4 13.607
1 -1.43 83.6 13.618
1 0.50 99.9 13.596
1 -1.27 80 13.605
1 0.52 81.2 13.599
1 -0.54 81.3 13.602
1 -0.07 85.3 13.605
1 0.05 98.7 13.6
1 -0.11 105.2 13.607
1 -0.43 94 13.607
1 -0.07 120.7 13.614
1 -0.62 111.1 13.606
1 -0.24 139.4 13.613
1 -0.27 118.8 13.604
1 -0.93 85.6 13.58
1 0.50 125.7 13.616
1 -0.33 106.2 13.613
1 -1.04 91.4 13.611
1 -0.64 101.6 13.609
1 0.11 84.1 13.6
1 -1.32 82.2 13.614
1 -0.36 100.2 13.607
1 -0.72 111.6 13.602
1 -0.25 118.8 13.614
1 -0.39 85.9 13.598
1 -0.73 86.1 13.594
1 0.07 114.3 13.611
1 0.42 91.7 13.614
1 -0.76 86.9 13.599
1 -0.25 82.7 13.603
1 -0.16 111.4 13.614
1 -1.60 98.4 13.596
1 -1.11 121.3 13.615
1 -1.07 104.4 13.618
1 -1.40 93 13.598
1 -1.58 101.9 13.613
1 0.25 87.4 13.599
1 -1.14 98 13.61
1 -0.77 97.4 13.617
1 -1.39 103.4 13.615
1 -1.27 106.3 13.604
1 -0.35 92.3 13.609
1 0.08 108.5 13.595
1 -0.11 85.9 13.599
1 -0.45 108.5 13.595
1 0.35 83 13.614
1 -0.54 102.8 13.607
1 0.18 112.4 13.606
1 -0.25 111.4 13.618
1 -0.78 98.4 13.608
1 -0.70 80.3 13.611
1 -0.15 83.2 13.617
1 -1.43 92.4 13.606
1 -0.72 84.8 13.596
1 -1.07 109 13.606
1 -1.72 81.9 13.623
1 -0.77 79 13.612
1 -0.88 94.1 13.599
1 0.22 79.2 13.611
1 0.03 88.6 13.62
1 -0.90 116.8 13.608
1 -0.60 88.3 13.608
1 0.25 110.9 13.615
1 -1.83 86.7 13.592
1 -1.31 111.8 13.605
1 -1.27 86.3 13.597
1 -0.32 105 13.611
1 -0.52 113.9 13.607
1 -1.43 106.4 13.595
1 -0.52 93 13.601
1 -0.73 84.8 13.597
1 -0.57 111.6 13.607
1 -0.40 84.8 13.587
1 -0.60 85.8 13.598
1 -0.28 89.2 13.608
1 -0.35 89.3 13.598
1 -0.31 89.2 13.604
1 -0.56 91 13.605
1 -0.32 90.5 13.615
1 -0.52 87.8 13.606
1 -0.42 94 13.602
1 -0.07 85.8 13.601
1 0.38 135 13.616
1 0.51 97.2 13.611
1 0.31 83.3 13.614
1 0.31 113.3 13.613
1 -0.42 112.5 13.608
1 -0.61 103.3 13.596
1 -0.70 81.2 13.616
1 0.68 111.4 13.608
1 -0.72 79.9 13.609
1 0.38 102.8 13.598
1 0.29 102.4 13.605
1 0.44 103.9 13.61
1 0.59 104.1 13.613
1 0.47 103.8 13.601
1 0.40 103.2 13.618
1 0.73 104 13.608
1 0.48 105.8 13.601
1 0.43 81.8 13.609
1 0.80 87.1 13.604
1 0.04 108 13.605
1 -0.25 86 13.591
1 -0.77 104.6 13.611
1 0.47 79.8 13.601
1 0.55 81.5 13.6
1 0.42 80.4 13.594
1 -0.04 106.5 13.606
