362
1 -1.44905 2172.342 1.26805
1 -2.1928 2172.355 1.42848
1 -1.90828 2172.464 1.3458
1 -0.96379 2174.827 1.40327
1 -1.88205 2171.804 1.26914
1 -1.98508 2172.458 1.41448
1 -1.47031 2171.868 1.31722
1 -1.29394 2174.336 1.3781
1 -0.517893 2177.274 -1.43571
1 -0.686432 2177.583 -1.39826
1 -0.0314801 2176.395 -1.45473
1 -0.209884 2178.437 -1.37211
1 -0.549054 2177.448 -1.32777
1 -0.568411 2176.992 -1.27129
1 -0.207314 2177.796 -1.48012
1 0.198769 2178.135 -1.49607
1 -0.22464 2176.974 -1.44319
1 -0.309115 2177.715 -1.4719
1 -0.0498877 2178.111 -1.19289
1 -0.992939 2177.570 -1.41742
1 -0.0907243 2177.940 -1.4752
1 -0.891459 2177.620 -1.40865
1 -0.378788 2178.218 -1.4485
1 -0.256869 2177.607 -1.30653
1 -0.280205 2178.213 -1.42382
1 -0.523685 2178.542 -1.37855
1 0.584376 2178.067 -1.3175
1 -0.324405 2178.369 -1.34197
1 -0.507648 2178.051 -1.47489
1 -0.194238 2178.009 -1.38065
1 2.35877 2180.763 -2.40419
1 -1.81999 2177.724 1.9247
1 1.30894 2179.787 -2.14412
1 1.08616 2172.891 -1.02719
1 0.599152 2177.912 -1.28834
1 -0.0213252 2174.669 -0.645805
1 -0.851021 2174.506 0.198515
1 -1.00719 2174.385 0.221187
1 -3.34471 2181.240 0.0856065
1 1.35831 2179.231 -2.23773
1 0.114273 2180.060 -1.00658
1 -0.69462 2172.484 -0.898893
1 -2.30727 2178.701 -0.634399
1 -1.37688 2172.985 -0.457508
1 -0.707066 2174.556 -0.857928
1 -0.707844 2172.604 -0.424291
1 -2.3077 2173.320 -0.860016
1 -1.27532 2175.225 -0.837815
1 -0.685786 2173.909 -0.842206
1 -1.16192 2174.649 -0.860681
1 -1.03993 2174.730 -0.869123
1 0.0930222 2178.793 -0.989864
1 -0.775837 2175.008 -0.842701
1 -0.930088 2175.117 -0.87149
1 -1.30704 2175.129 -0.852865
1 -0.91013 2174.211 -0.841933
1 -1.10601 2175.037 -0.853006
1 -1.05019 2174.630 -0.80282
1 -1.47047 2172.768 -0.468197
1 -1.65114 2173.625 -0.490981
1 -1.79138 2174.440 1.84177
1 -0.849059 2183.861 -0.0960149
1 -0.74904 2183.955 -0.138156
1 -2.4149 2180.150 1.86152
1 -1.28206 2183.212 -0.0363613
1 -1.77249 2183.033 0.0536436
1 -1.45921 2184.461 0.466715
1 -1.96648 2183.467 0.470167
1 -1.94779 2177.645 1.96796
1 -0.58135 2183.164 -0.259606
1 -1.02681 2183.726 -0.0925376
1 -2.56834 2182.172 1.31194
1 -2.49424 2180.333 1.43551
1 -0.66007 2183.935 -0.063079
1 -1.07545 2181.845 0.533205
1 -0.707657 2182.815 0.00192268
1 -3.29237 2184.418 1.63664
1 -3.24398 2180.765 0.999869
1 -1.90085 2173.078 1.01191
1 -2.09625 2175.758 2.0146
1 -2.65637 2180.288 0.436511
1 -2.06278 2180.255 -0.437614
1 -2.7022 2180.709 0.441857
1 -2.83131 2180.952 0.39249
1 -2.52487 2180.604 0.459422
1 -5.38018 2181.044 0.51825
1 -0.275015 2172.653 -1.36676
1 -3.15773 2180.151 0.411678
1 -2.78561 2180.612 0.454149
1 -3.08962 2180.189 0.447786
1 -3.57215 2180.638 0.44285
1 -1.89273 2180.721 -0.512522
1 -0.491822 2174.511 -0.168552
1 -0.686962 2175.893 -0.281031
1 -0.214749 2173.582 -0.885435
1 -1.53741 2179.517 -0.0968089
1 -1.13757 2176.739 -0.0497361
1 -0.429155 2175.488 -0.903425
1 -0.56396 2170.623 0.319409
1 -0.0975068 2173.500 -0.896075
1 -0.0506681 2173.361 -0.183816
1 -0.537792 2174.347 0.207969
1 -0.0873056 2171.289 -0.339896
1 -3.30921 2180.624 0.441811
1 2.04173 2175.242 0.525766
1 -0.0637038 2174.158 -1.80869
1 -3.6965 2180.642 0.194864
1 0.0337921 2174.163 0.540798
1 -0.968384 2185.034 0.498942
1 -1.70958 2183.031 0.213597
1 -0.607827 2177.644 -1.40023
1 2.23688 2179.953 -1.01272
1 -0.589952 2185.061 -0.0385876
1 -3.42169 2181.242 0.0865046
1 -3.07719 2177.158 1.72843
1 -2.94704 2175.700 1.51643
1 -1.09336 2178.783 0.116078
1 -1.28344 2181.261 -0.59556
1 -2.99958 2176.430 1.77171
1 -2.67842 2172.950 1.69966
1 -3.13898 2175.544 1.31811
1 -2.06438 2182.172 0.381364
1 -1.14832 2181.456 -0.554306
1 -2.28464 2175.837 0.989537
1 -1.10245 2182.010 -0.596402
1 -0.897693 2181.494 -0.560081
1 -1.38448 2181.384 -0.423493
1 -1.2637 2181.588 -0.57576
1 -3.90878 2181.076 1.35706
1 -1.28916 2182.761 -0.0197398
1 -3.37074 2181.081 1.28069
1 -1.16074 2181.439 -0.561638
1 -3.07145 2176.927 1.71031
1 -1.15413 2180.809 -0.444923
1 -2.80217 2171.633 0.433078
1 -1.29124 2181.338 -0.599786
1 -1.52717 2173.841 0.149531
1 -1.1915 2181.522 -0.544667
1 -3.2121 2177.695 1.71849
1 -2.25176 2170.728 1.27092
1 -1.31836 2181.393 -0.563153
1 -2.58619 2174.866 1.66894
1 -2.2531 2174.112 0.790176
1 -1.89285 2181.241 -0.581586
1 -1.0949 2182.247 -0.463183
1 -2.7301 2174.820 1.80959
1 -2.82367 2171.778 1.43233
1 -3.07896 2177.554 1.72084
1 -1.08597 2180.777 -0.629659
1 -1.69439 2182.172 0.381393
1 -2.46438 2182.172 0.381368
1 -1.27601 2181.427 -0.53281
1 -2.67645 2172.719 1.14397
1 -1.50429 2181.478 -0.59065
1 -3.20643 2175.495 1.30399
1 -2.98463 2176.386 1.33394
1 -3.71735 2174.793 1.2988
1 -1.00353 2181.540 -0.556355
1 -3.00056 2174.387 1.82876
1 -3.36654 2175.101 1.14098
1 -1.04811 2181.588 -0.594356
1 -1.37272 2181.456 -0.557713
1 -1.28073 2181.718 -0.535801
1 -1.10499 2181.397 -0.539727
1 -0.988684 2179.253 -0.220587
1 -0.0045435 2174.968 -0.155118
1 -3.22193 2174.816 1.29776
1 -1.97002 2176.046 0.463234
1 -3.19043 2173.570 1.21957
1 -1.3027 2181.289 -0.584066
1 -1.86083 2174.882 -0.231937
1 -1.45066 2179.158 -0.722183
1 -1.72905 2179.443 -0.381213
1 -1.97796 2179.239 -0.211847
1 -0.842245 2179.253 -0.52759
1 -1.73136 2174.769 -0.26353
1 -1.9307 2175.407 -0.245317
1 -3.86991 2170.430 0.655427
1 -4.94078 2179.441 0.80381
1 -3.67023 2171.847 0.651404
1 -3.59431 2171.898 0.658434
1 -3.5127 2172.004 0.652451
1 -3.77988 2172.304 0.640678
1 -1.61584 2175.526 0.870973
1 -2.72479 2172.974 0.659906
1 -3.6195 2173.135 0.659687
1 -4.48229 2171.395 0.628929
1 -3.27106 2178.851 -0.656175
1 -1.54272 2173.233 -0.382849
1 -0.155571 2182.517 0.364037
1 -1.16808 2182.458 -0.784155
1 -0.232951 2182.485 0.0204129
1 -2.86248 2176.740 0.783936
1 -1.49217 2176.212 -0.81169
1 -1.28688 2173.031 -0.412974
1 -2.64046 2177.721 0.306571
1 -2.00947 2173.860 -0.427761
1 -2.0215 2181.665 1.25524
1 -2.02259 2180.143 1.25998
1 -2.30698 2181.464 1.24539
1 -1.76538 2180.413 1.25234
1 -2.76944 2180.345 1.22057
1 -2.47349 2180.344 1.19604
1 -2.19657 2180.332 1.21601
1 -2.2083 2180.312 1.19928
1 -2.26854 2180.306 1.18198
1 -2.94091 2180.355 1.21405
1 -2.38312 2181.308 1.22069
1 -2.47564 2181.605 1.21114
1 -1.78151 2180.410 1.28311
1 -3.22242 2177.958 -0.365695
1 -2.7327 2178.425 -0.40244
1 -2.78812 2176.383 0.0903318
1 -3.74368 2174.348 -0.148589
1 -2.10545 2177.713 -0.354959
1 -1.85256 2180.479 -0.45242
1 -3.59413 2173.603 0.84012
1 -1.8633 2176.245 0.216166
1 -3.50429 2180.116 0.808808
