680
48
     3758.57   -67.7773    49.2545    46.8060
     3737.65   -67.6985    50.9172    46.6047
     3731.00   -67.6684    51.4699    15.3446
     3706.00   -67.5291    53.6721    60.7761
     3681.00   -67.3602    55.8459    60.4379
     3674.14   -67.3050    56.4787    17.4642
     3665.76   -67.2327    57.2639    21.6874
     3648.38   -67.0601    58.9764    47.2707
     3631.00   -66.8694    60.6636    47.0829
     3625.12   -66.7966    61.2623    16.6899
     3619.25   -66.7204    61.8665    16.8916
     3607.49   -66.5573    63.0915    34.4352
     3595.74   -66.3757    64.3615    35.8914
     3583.98   -66.1839    65.6127    35.7871
     3581.33   -66.1375    65.9035    8.33994
     3568.92   -65.9025    67.3102    40.5802
     3556.50   -65.6549    68.6909    40.4585
     3544.09   -65.3703    70.1688    43.7240
     3531.67   -65.0716    71.6144    43.5898
     3518.98   -64.7045    73.2659    50.3921
     3506.30   -64.3193    74.8724    50.2287
     3493.61   -63.9172    76.4334    50.0530
     3486.37   -63.6508    77.4102    31.7562
     3479.50   -63.3804    78.3602    31.3451
     3486.37   -63.1038    79.2923    31.2861
     3493.61   -62.8186    80.2147    31.6940
     3506.30   -62.3618    81.6184    49.8894
     3518.98   -61.8914    82.9792    50.0531
     3531.67   -61.4079    84.2984    50.2287
     3544.09   -60.9854    85.3921    43.4434
     3556.50   -60.5543    86.4570    43.5896
     3568.92   -60.1525    87.4067    40.3254
     3581.33   -59.7441    88.3332    40.4527
     3583.98   -59.6598    88.5198    8.33439
     3595.74   -59.2976    89.3048    35.6825
     3607.49   -58.9308    90.0731    35.7871
     3619.25   -58.5777    90.7891    34.3423
     3625.12   -58.4038    91.1334    16.8615
     3631.00   -58.2317    91.4694    16.6664
     3648.38   -57.7471    92.3887    46.8892
     3665.76   -57.2561    93.2836    47.0830
     3674.14   -57.0312    93.6819    21.6452
     3681.00   -56.8501    93.9976    17.4309
     3706.00   -56.2278    95.0495    60.1002
     3731.00   -55.5968    96.0676    60.4379
     3737.65   -55.4383    96.3162    15.3226
     3758.57   -54.9606    97.0488    46.3977
     3779.50   -54.4786    97.7641    46.6046
40
     3758.57   -36.2560    4.86130    40.6208
     3737.65   -35.7611    5.08829    40.4615
     3731.00   -35.5975    5.16261    13.1713
     3706.00   -34.9510    5.45334    51.3445
     3681.00   -34.3039    5.73948    51.0764
     3674.14   -34.1170    5.82127    14.4968
     3665.76   -33.8851    5.92218    17.8934
     3648.38   -33.3832    6.13863    38.2909
     3631.00   -32.8809    6.35260    38.1470
     3625.12   -32.7040    6.42733    13.2672
     3619.25   -32.5252    6.50256    13.3637
     3607.49   -32.1620    6.65440    27.0221
     3583.98   -31.4113    6.96422    55.3363
     3581.33   -31.3244    6.99972    6.33698
     3556.50   -30.4892    7.33763    60.5822
     3531.67   -29.6094    7.68698    62.8596
     3512.64   -28.8855    7.96964    50.8380
     3493.61   -28.1609    8.24839    50.6024
     3486.37   -27.8699    8.35925    20.0757
     3479.50   -27.5883    8.46587    19.3286
     3486.37   -27.3069    8.57190    19.2899
     3493.61   -27.0155    8.68105    20.0393
